timestamp,signal,value,raw
1782240596.724393,engine_on_counter,0,0
1782240596.740398,gear_position,N,0
1782240596.740398,clutch,RELEASED,0
1782240596.740398,shift_failed,OK,0
1782240596.740535,rpm,0,0
1782240596.740535,throttle_position,0,0
1782240596.740655,kill_switch,RUN,1
1782240596.740655,engine_on_counter,0,0
1782240596.748902,gear_position,N,0
1782240596.748902,clutch,RELEASED,0
1782240596.748902,shift_failed,OK,0
1782240596.749075,coolant_temp,47.0,470
1782240596.749075,warmup_index,0,0
1782240596.749075,side_stand,UP,1
1782240596.749386,rpm,0,0
1782240596.749386,throttle_position,0,0
1782240596.763490,kill_switch,RUN,1
1782240596.763490,engine_on_counter,0,0
1782240596.780197,gear_position,N,0
1782240596.780197,clutch,RELEASED,0
1782240596.780197,shift_failed,OK,0
1782240596.780353,rpm,0,0
1782240596.780353,throttle_position,0,0
1782240596.780473,kill_switch,RUN,1
1782240596.780473,engine_on_counter,0,0
1782240596.792465,gear_position,N,0
1782240596.792465,clutch,RELEASED,0
1782240596.792465,shift_failed,OK,0
1782240596.792600,rpm,0,0
1782240596.792600,throttle_position,0,0
1782240596.792717,kill_switch,RUN,1
1782240596.792717,engine_on_counter,0,0
1782240596.821073,gear_position,N,0
1782240596.821073,clutch,RELEASED,0
1782240596.821073,shift_failed,OK,0
1782240596.821341,rpm,0,0
1782240596.821341,throttle_position,0,0
1782240596.821582,kill_switch,RUN,1
1782240596.821582,engine_on_counter,0,0
1782240596.840119,gear_position,N,0
1782240596.840119,clutch,RELEASED,0
1782240596.840119,shift_failed,OK,0
1782240596.840254,rpm,0,0
1782240596.840254,throttle_position,0,0
1782240596.840390,kill_switch,RUN,1
1782240596.840390,engine_on_counter,0,0
1782240596.845465,gear_position,N,0
1782240596.845465,clutch,RELEASED,0
1782240596.845465,shift_failed,OK,0
1782240596.845602,coolant_temp,47.0,470
1782240596.845602,warmup_index,0,0
1782240596.845602,side_stand,UP,1
1782240596.863349,rpm,0,0
1782240596.863349,throttle_position,0,0
1782240596.863594,kill_switch,RUN,1
1782240596.863594,engine_on_counter,0,0
1782240596.871547,gear_position,N,0
1782240596.871547,clutch,RELEASED,0
1782240596.871547,shift_failed,OK,0
1782240596.871784,rpm,0,0
1782240596.871784,throttle_position,0,0
1782240596.872018,kill_switch,RUN,1
1782240596.872018,engine_on_counter,0,0
1782240596.889378,gear_position,N,0
1782240596.889378,clutch,RELEASED,0
1782240596.889378,shift_failed,OK,0
1782240596.889615,rpm,0,0
1782240596.889615,throttle_position,0,0
1782240596.903503,kill_switch,RUN,1
1782240596.903503,engine_on_counter,0,0
1782240596.920414,gear_position,N,0
1782240596.920414,clutch,RELEASED,0
1782240596.920414,shift_failed,OK,0
1782240596.920653,rpm,0,0
1782240596.920653,throttle_position,0,0
1782240596.920889,kill_switch,RUN,1
1782240596.920889,engine_on_counter,0,0
1782240596.933317,gear_position,N,0
1782240596.933317,clutch,RELEASED,0
1782240596.933317,shift_failed,OK,0
1782240596.933377,rpm,0,0
1782240596.933377,throttle_position,0,0
1782240596.933438,kill_switch,RUN,1
1782240596.933438,engine_on_counter,0,0
1782240596.944024,gear_position,N,0
1782240596.944024,clutch,RELEASED,0
1782240596.944024,shift_failed,OK,0
1782240596.944082,coolant_temp,47.0,470
1782240596.944082,warmup_index,0,0
1782240596.944082,side_stand,UP,1
1782240596.959991,rpm,0,0
1782240596.959991,throttle_position,0,0
1782240596.960057,kill_switch,RUN,1
1782240596.960057,engine_on_counter,0,0
1782240596.970160,gear_position,N,0
1782240596.970160,clutch,RELEASED,0
1782240596.970160,shift_failed,OK,0
1782240596.970226,rpm,0,0
1782240596.970226,throttle_position,0,0
1782240596.970292,kill_switch,RUN,1
1782240596.970292,engine_on_counter,0,0
1782240596.985405,gear_position,N,0
1782240596.985405,clutch,RELEASED,0
1782240596.985405,shift_failed,OK,0
1782240597.000770,rpm,0,0
1782240597.000770,throttle_position,0,0
1782240597.000867,kill_switch,RUN,1
1782240597.000867,engine_on_counter,0,0
1782240597.020023,gear_position,N,0
1782240597.020023,clutch,RELEASED,0
1782240597.020023,shift_failed,OK,0
1782240597.020082,rpm,0,0
1782240597.020082,throttle_position,0,0
1782240597.020140,kill_switch,RUN,1
1782240597.020140,engine_on_counter,0,0
1782240597.025459,gear_position,N,0
1782240597.025459,clutch,RELEASED,0
1782240597.025459,shift_failed,OK,0
1782240597.043678,rpm,0,0
1782240597.043678,throttle_position,0,0
1782240597.043976,kill_switch,RUN,1
1782240597.043976,engine_on_counter,0,0
1782240597.050237,gear_position,N,0
1782240597.050237,clutch,RELEASED,0
1782240597.050237,shift_failed,OK,0
1782240597.050381,coolant_temp,47.0,470
1782240597.050381,warmup_index,0,0
1782240597.050381,side_stand,UP,1
1782240597.050587,rpm,0,0
1782240597.050587,throttle_position,0,0
1782240597.050688,kill_switch,RUN,1
1782240597.050688,engine_on_counter,0,0
1782240597.069237,gear_position,N,0
1782240597.069237,clutch,RELEASED,0
1782240597.069237,shift_failed,OK,0
1782240597.069406,rpm,0,0
1782240597.069406,throttle_position,0,0
1782240597.083580,kill_switch,RUN,1
1782240597.083580,engine_on_counter,0,0
1782240597.100175,gear_position,N,0
1782240597.100175,clutch,RELEASED,0
1782240597.100175,shift_failed,OK,0
1782240597.100290,rpm,0,0
1782240597.100290,throttle_position,0,0
1782240597.100401,kill_switch,RUN,1
1782240597.100401,engine_on_counter,0,0
1782240597.109445,gear_position,N,0
1782240597.109445,clutch,RELEASED,0
1782240597.109445,shift_failed,OK,0
1782240597.109682,rpm,0,0
1782240597.109682,throttle_position,0,0
1782240597.126153,kill_switch,RUN,1
1782240597.126153,engine_on_counter,0,0
1782240597.143314,gear_position,N,0
1782240597.143314,clutch,RELEASED,0
1782240597.143314,shift_failed,OK,0
1782240597.143483,rpm,0,0
1782240597.143483,throttle_position,0,0
1782240597.143581,kill_switch,RUN,1
1782240597.143581,engine_on_counter,0,0
1782240597.150309,gear_position,N,0
1782240597.150309,clutch,RELEASED,0
1782240597.150309,shift_failed,OK,0
1782240597.150547,coolant_temp,47.0,470
1782240597.150547,warmup_index,0,0
1782240597.150547,side_stand,UP,1
1782240597.151024,rpm,0,0
1782240597.151024,throttle_position,0,0
1782240597.151262,kill_switch,RUN,1
1782240597.151262,engine_on_counter,0,0
1782240597.166446,gear_position,N,0
1782240597.166446,clutch,RELEASED,0
1782240597.166446,shift_failed,OK,0
1782240597.181266,rpm,0,0
1782240597.181266,throttle_position,0,0
1782240597.181459,kill_switch,RUN,1
1782240597.181459,engine_on_counter,0,0
1782240597.200195,gear_position,N,0
1782240597.200195,clutch,RELEASED,0
1782240597.200195,shift_failed,OK,0
1782240597.200301,rpm,0,0
1782240597.200301,throttle_position,0,0
1782240597.200406,kill_switch,RUN,1
1782240597.200406,engine_on_counter,0,0
1782240597.205645,gear_position,N,0
1782240597.205645,clutch,RELEASED,0
1782240597.205645,shift_failed,OK,0
1782240597.225600,rpm,0,0
1782240597.225600,throttle_position,0,0
1782240597.225776,kill_switch,RUN,1
1782240597.225776,engine_on_counter,0,0
1782240597.240315,gear_position,N,0
1782240597.240315,clutch,RELEASED,0
1782240597.240315,shift_failed,OK,0
1782240597.240436,rpm,0,0
1782240597.240436,throttle_position,0,0
1782240597.240546,kill_switch,RUN,1
1782240597.240546,engine_on_counter,0,0
1782240597.245369,gear_position,N,0
1782240597.245369,clutch,RELEASED,0
1782240597.245369,shift_failed,OK,0
1782240597.245488,coolant_temp,47.0,470
1782240597.245488,warmup_index,0,0
1782240597.245488,side_stand,UP,1
1782240597.245726,rpm,0,0
1782240597.245726,throttle_position,0,0
1782240597.263422,kill_switch,RUN,1
1782240597.263422,engine_on_counter,0,0
1782240597.280113,gear_position,N,0
1782240597.280113,clutch,RELEASED,0
1782240597.280113,shift_failed,OK,0
1782240597.280359,rpm,0,0
1782240597.280359,throttle_position,0,0
1782240597.280600,kill_switch,RUN,1
1782240597.280600,engine_on_counter,0,0
1782240597.293473,gear_position,N,0
1782240597.293473,clutch,RELEASED,0
1782240597.293473,shift_failed,OK,0
1782240597.293570,rpm,0,0
1782240597.293570,throttle_position,0,0
1782240597.293672,kill_switch,RUN,1
1782240597.293672,engine_on_counter,0,0
1782240597.321191,gear_position,N,0
1782240597.321191,clutch,RELEASED,0
1782240597.321191,shift_failed,OK,0
1782240597.321455,rpm,0,0
1782240597.321455,throttle_position,0,0
1782240597.321694,kill_switch,RUN,1
1782240597.321694,engine_on_counter,0,0
1782240597.330290,gear_position,N,0
1782240597.330290,clutch,RELEASED,0
1782240597.330290,shift_failed,OK,0
1782240597.330379,rpm,0,0
1782240597.330379,throttle_position,0,0
1782240597.330467,kill_switch,RUN,1
1782240597.330467,engine_on_counter,0,0
1782240597.344370,gear_position,N,0
1782240597.344370,clutch,RELEASED,0
1782240597.344370,shift_failed,OK,0
1782240597.344456,coolant_temp,47.0,470
1782240597.344456,warmup_index,0,0
1782240597.344456,side_stand,UP,1
1782240597.360228,rpm,0,0
1782240597.360228,throttle_position,0,0
1782240597.360332,kill_switch,RUN,1
1782240597.360332,engine_on_counter,0,0
1782240597.371475,gear_position,N,0
1782240597.371475,clutch,RELEASED,0
1782240597.371475,shift_failed,OK,0
1782240597.371594,rpm,0,0
1782240597.371594,throttle_position,0,0
1782240597.371716,kill_switch,RUN,1
1782240597.371716,engine_on_counter,0,0
1782240597.389676,gear_position,N,0
1782240597.389676,clutch,RELEASED,0
1782240597.389676,shift_failed,OK,0
1782240597.394572,rpm,0,0
1782240597.394572,throttle_position,0,0
1782240597.400752,kill_switch,RUN,1
1782240597.400752,engine_on_counter,0,0
1782240597.420218,gear_position,N,0
1782240597.420218,clutch,RELEASED,0
1782240597.420218,shift_failed,OK,0
1782240597.420455,rpm,0,0
1782240597.420455,throttle_position,0,0
1782240597.420691,kill_switch,RUN,1
1782240597.420691,engine_on_counter,0,0
1782240597.434582,gear_position,N,0
1782240597.434582,clutch,RELEASED,0
1782240597.434582,shift_failed,OK,0
1782240597.434687,rpm,0,0
1782240597.434687,throttle_position,0,0
1782240597.443727,kill_switch,RUN,1
1782240597.443727,engine_on_counter,0,0
1782240597.444271,gear_position,N,0
1782240597.444271,clutch,RELEASED,0
1782240597.444271,shift_failed,OK,0
1782240597.459858,coolant_temp,47.0,470
1782240597.459858,warmup_index,0,0
1782240597.459858,side_stand,UP,1
1782240597.460075,rpm,0,0
1782240597.460075,throttle_position,0,0
1782240597.460179,kill_switch,RUN,1
1782240597.460179,engine_on_counter,0,0
1782240597.470364,gear_position,N,0
1782240597.470364,clutch,RELEASED,0
1782240597.470364,shift_failed,OK,0
1782240597.470467,rpm,0,0
1782240597.470467,throttle_position,0,0
1782240597.470573,kill_switch,RUN,1
1782240597.470573,engine_on_counter,0,0
1782240597.500432,gear_position,N,0
1782240597.500432,clutch,RELEASED,0
1782240597.500432,shift_failed,OK,0
1782240597.500620,rpm,0,0
1782240597.500620,throttle_position,0,0
1782240597.500769,kill_switch,RUN,1
1782240597.500769,engine_on_counter,0,0
1782240597.510374,gear_position,N,0
1782240597.510374,clutch,RELEASED,0
1782240597.510374,shift_failed,OK,0
1782240597.510478,rpm,0,0
1782240597.510478,throttle_position,0,0
1782240597.510585,kill_switch,RUN,1
1782240597.510585,engine_on_counter,0,0
1782240597.527518,gear_position,N,0
1782240597.527518,clutch,RELEASED,0
1782240597.527518,shift_failed,OK,0
1782240597.543668,rpm,0,0
1782240597.543668,throttle_position,0,0
1782240597.543912,kill_switch,RUN,1
1782240597.543912,engine_on_counter,0,0
1782240597.550135,gear_position,N,0
1782240597.550135,clutch,RELEASED,0
1782240597.550135,shift_failed,OK,0
1782240597.550378,coolant_temp,47.0,470
1782240597.550378,warmup_index,0,0
1782240597.550378,side_stand,UP,1
1782240597.550851,rpm,0,0
1782240597.550851,throttle_position,0,0
1782240597.551085,kill_switch,RUN,1
1782240597.551085,engine_on_counter,0,0
1782240597.566098,gear_position,N,0
1782240597.566098,clutch,RELEASED,0
1782240597.566098,shift_failed,OK,0
1782240597.583267,rpm,0,0
1782240597.583267,throttle_position,0,0
1782240597.583564,kill_switch,RUN,1
1782240597.583564,engine_on_counter,0,0
1782240597.600336,gear_position,N,0
1782240597.600336,clutch,RELEASED,0
1782240597.600336,shift_failed,OK,0
1782240597.600474,rpm,0,0
1782240597.600474,throttle_position,0,0
1782240597.600611,kill_switch,RUN,1
1782240597.600611,engine_on_counter,0,0
1782240597.609404,gear_position,N,0
1782240597.609404,clutch,RELEASED,0
1782240597.609404,shift_failed,OK,0
1782240597.609635,rpm,0,0
1782240597.609635,throttle_position,0,0
1782240597.626486,kill_switch,RUN,1
1782240597.626486,engine_on_counter,0,0
1782240597.640226,gear_position,N,0
1782240597.640226,clutch,RELEASED,0
1782240597.640226,shift_failed,OK,0
1782240597.640372,rpm,0,0
1782240597.640372,throttle_position,0,0
1782240597.640511,kill_switch,RUN,1
1782240597.640511,engine_on_counter,0,0
1782240597.648887,gear_position,N,0
1782240597.648887,clutch,RELEASED,0
1782240597.648887,shift_failed,OK,0
1782240597.649123,coolant_temp,47.0,470
1782240597.649123,warmup_index,0,0
1782240597.649123,side_stand,UP,1
1782240597.649590,rpm,0,0
1782240597.649590,throttle_position,0,0
1782240597.663730,kill_switch,RUN,1
1782240597.663730,engine_on_counter,0,0
1782240597.683391,gear_position,N,0
