timestamp_iso,timestamp_monotonic,key,label
2026-06-19T12:48:35.712036+00:00,5481.306088,mark,generic mark
2026-06-19T12:49:01.426046+00:00,5507.020079,c,
2026-06-19T12:49:09.885377+00:00,5515.479399,gear,gear shift
2026-06-19T12:49:16.531902+00:00,5522.125928,neutral,neutral
2026-06-19T12:49:20.191873+00:00,5525.785898,gear,gear shift
2026-06-19T12:49:38.734507+00:00,5544.328513,gear,gear shift
