timestamp_iso,timestamp_monotonic,key,label
2026-06-19T12:10:07.279121+00:00,3172.875350,mark,generic mark
2026-06-19T12:10:21.672391+00:00,3187.268622,throttle,throttle blip
2026-06-19T12:10:42.470414+00:00,3208.066644,throttle,throttle blip
2026-06-19T12:10:45.946892+00:00,3211.543111,l,
2026-06-19T12:10:50.142231+00:00,3215.738449,throttle,throttle blip
