t_rel_s,d2
39.8139,0
39.8428,0
39.8565,0
39.8736,0
39.9029,0
39.9135,0
39.9446,0
39.9538,0
39.9832,0
39.9936,0
40.0304,0
40.0336,0
40.0701,0
40.0831,0
40.0932,0
40.1135,0
40.1430,0
40.1567,0
40.1832,0
40.2028,0
40.2136,0
40.2332,0
40.2526,0
40.2831,0
40.2934,0
40.3302,0
40.3335,0
40.3701,0
40.3832,0
40.4101,0
40.4232,0
40.4336,0
40.4630,0
40.4740,0
40.5059,0
40.5230,0
40.5427,0
40.5565,0
40.5736,0
40.6029,0
40.6141,0
40.6427,0
40.6540,0
40.6831,0
40.6940,0
40.7302,0
40.7338,0
40.7535,0
40.7829,0
40.7934,0
40.8303,0
40.8335,0
40.8627,0
40.8831,0
40.9100,0
40.9230,0
40.9499,0
40.9628,0
40.9740,0
41.0028,0
41.0139,0
41.0427,0
41.0564,0
41.0735,0
41.1029,0
41.1135,0
41.1427,0
41.1533,0
41.1830,0
41.1940,0
41.2303,0
41.2333,0
41.2700,0
41.2830,0
41.2935,0
41.3227,0
41.3335,0
41.3627,0
41.3832,0
41.4058,0
41.4230,0
41.4501,0
41.4561,0
41.4730,0
41.5029,0
41.5141,0
41.5425,0
41.5540,0
41.5830,0
41.6030,0
41.6302,0
41.6338,0
41.6534,0
41.6831,0
41.6933,0
41.7303,0
41.7334,0
41.7625,0
41.7829,0
41.8101,0
41.8229,0
41.8335,0
41.8626,0
41.8740,0
41.9060,0
41.9139,0
41.9426,0
41.9564,0
41.9734,0
42.0027,0
42.0133,0
42.0427,0
42.0541,0
42.0829,0
42.0940,0
42.1228,0
42.1501,0
42.1627,0
42.1741,0
42.2028,0
42.2140,0
42.2426,0
42.2539,0
42.2829,0
42.3029,0
42.3134,0
42.3336,0
42.3533,0
42.3830,0
42.3941,0
42.4302,0
42.4333,0
42.4701,0
42.4830,0
42.5101,0
42.5229,0
42.5334,0
42.5625,0
42.5740,0
42.6059,0
42.6229,0
42.6425,0
42.6564,0
42.6733,0
42.7029,0
42.7133,0
42.7426,0
42.7540,0
42.7830,0
42.7939,0
42.8303,0
42.8339,0
42.8534,0
42.8828,0
42.8933,0
42.9304,0
42.9334,0
42.9625,0
42.9829,0
43.0101,0
43.0227,0
43.0500,3
43.0626,6
43.0740,8
43.1027,8
43.1140,8
43.1426,8
43.1565,8
43.1731,8
43.2028,9
43.2133,11
43.2426,12
43.2532,14
43.2829,14
43.2940,15
43.3304,17
43.3333,17
43.3704,19
43.3829,20
43.3934,20
43.4228,20
43.4336,22
43.4628,22
43.4740,23
43.5059,25
43.5228,25
43.5502,25
43.5563,25
43.5733,26
43.6029,28
43.6141,28
43.6424,29
43.6540,29
43.6829,31
43.7029,31
43.7304,31
43.7342,31
43.7534,31
43.7828,31
43.7933,32
43.8304,32
43.8335,32
43.8627,34
43.8829,36
43.9102,36
43.9228,36
43.9336,36
43.9625,36
43.9740,36
44.0060,37
44.0139,37
44.0425,37
44.0565,39
44.0734,39
44.0956,39
44.1308,40
44.1333,42
44.1625,42
44.1829,45
44.2057,45
44.2227,45
44.2504,46
44.2626,48
44.2745,49
44.3027,51
44.3140,51
44.3426,51
44.3539,52
44.3829,52
44.4028,54
44.4134,56
44.4337,56
44.4534,56
44.4828,56
44.4944,57
44.5304,57
44.5334,59
44.5703,59
44.5829,59
44.6106,60
44.6231,62
44.6335,62
44.6624,62
44.6740,63
44.7059,63
44.7231,65
44.7424,66
44.7565,66
44.7736,68
44.8029,69
44.8135,71
44.8427,73
44.8541,73
44.8832,74
44.8943,76
44.9305,79
44.9341,80
44.9535,82
44.9830,83
45.0105,83
45.0305,83
45.0337,85
45.0624,86
45.0828,88
45.1103,89
45.1226,91
45.1505,93
45.1625,93
45.1743,93
45.2029,94
45.2140,94
45.2427,96
45.2567,96
45.2828,97
45.3030,99
45.3134,100
45.3424,102
45.3706,102
45.3831,103
45.3943,103
45.4304,103
45.4337,103
45.4705,106
45.4832,108
45.5104,111
45.5229,111
45.5505,111
45.5628,113
45.5740,114
45.6061,116
45.6229,116
45.6508,116
45.6566,116
45.6903,117
45.7031,119
45.7142,120
45.7429,122
45.7543,123
45.7831,123
45.8030,125
45.8308,127
45.8341,128
45.8706,128
45.8829,128
45.9105,128
45.9305,128
45.9337,130
45.9625,131
45.9829,131
46.0106,131
46.0229,131
46.0505,134
46.0627,136
46.0743,137
46.0954,139
46.1310,139
46.1344,139
46.1705,140
46.1831,142
46.2106,143
46.2227,143
46.2505,143
46.2627,145
46.2830,147
46.3061,148
46.3228,148
46.3505,148
46.3626,148
46.3734,148
46.4030,148
46.4140,151
46.4427,153
46.4542,154
46.4830,156
46.5029,157
46.5306,157
46.5342,157
46.5705,157
46.5831,157
46.5943,157
46.6308,159
46.6518,159
46.6707,160
46.6829,160
46.7105,162
46.7229,164
46.7509,164
46.7626,165
46.7742,165
46.8061,165
46.8230,165
46.8428,167
46.8566,168
46.8906,168
46.9030,168
46.9307,170
46.9428,170
46.9543,170
46.9829,171
46.9941,171
47.0308,171
47.0343,171
47.0705,174
47.0830,174
47.1106,174
47.1309,174
47.1507,174
47.1626,174
47.1830,174
47.2107,176
47.2227,176
47.2509,177
47.2627,179
47.2748,180
47.3028,182
47.3143,184
47.3429,184
47.3562,184
47.3830,185
47.4028,185
47.4309,187
47.4342,188
47.4705,190
47.4830,190
47.4943,191
47.5307,193
47.5517,194
47.5706,196
47.5830,196
47.6105,196
47.6230,197
47.6511,199
47.6628,201
47.6741,201
47.7061,202
47.7228,205
47.7427,207
47.7566,208
47.7904,208
47.8029,210
47.8144,210
47.8428,211
47.8542,211
47.8830,213
47.8941,213
47.9308,213
47.9342,214
47.9707,216
47.9828,217
48.0106,217
48.0311,219
48.0507,222
48.0625,222
48.0829,224
48.1022,224
48.1308,225
48.1429,227
48.1544,228
48.1829,228
48.1942,230
48.2309,230
48.2344,231
48.2706,231
48.2829,231
48.3107,233
48.3227,234
48.3509,236
48.3624,238
48.3830,239
48.4060,239
48.4223,239
48.4509,241
48.4628,242
48.4903,244
48.5028,245
48.5142,245
48.5429,247
48.5541,248
48.5829,250
48.6028,251
48.6308,253
48.6342,254
48.6706,254
48.6829,254
48.6943,254
48.7308,254
48.7517,254
48.7708,254
48.7828,254
48.8106,254
48.8228,254
48.8510,254
48.8625,254
48.8742,254
48.9061,254
48.9228,254
48.9428,254
48.9566,254
48.9905,254
49.0029,254
49.0308,254
49.0427,254
49.0543,254
49.0827,254
49.0942,254
49.1309,254
49.1343,254
49.1707,254
49.1828,254
49.2107,254
49.2310,254
49.2508,254
49.2625,254
49.2829,254
49.3108,254
49.3227,254
49.3509,254
49.3628,254
49.3740,254
49.4027,254
49.4142,254
49.4428,254
49.4567,254
49.4828,254
49.5027,254
49.5311,254
49.5342,254
49.5707,254
49.5828,254
49.5943,254
49.6308,254
49.6516,254
49.6707,254
49.6829,254
49.7106,254
49.7227,254
49.7510,254
49.7626,254
49.7742,254
49.8061,254
49.8228,254
49.8426,254
49.8566,254
49.8905,254
49.9028,254
49.9143,254
49.9426,254
49.9542,254
49.9829,254
49.9941,254
50.0309,254
50.0343,254
50.0708,254
50.0827,254
50.1056,254
50.1142,254
50.1427,254
50.1567,254
50.1825,254
50.2027,254
50.2310,254
50.2428,254
50.2543,254
50.2826,254
50.2943,254
50.3311,254
50.3335,254
50.3706,254
50.3826,254
50.4108,254
50.4226,254
50.4511,254
50.4626,254
50.4828,254
50.5060,254
50.5226,254
50.5510,254
50.5625,254
50.5905,254
50.6026,254
50.6143,254
50.6425,254
50.6542,254
50.6828,254
50.7027,254
50.7309,254
50.7342,254
50.7708,254
50.7829,254
50.7936,254
50.8310,254
50.8516,254
50.8709,254
50.8827,254
50.9107,254
50.9227,254
50.9509,254
50.9623,254
50.9742,254
51.0061,254
51.0227,254
51.0426,254
51.0566,254
51.0906,254
51.1025,254
51.1310,254
51.1426,254
51.1543,254
51.1827,254
51.1942,254
51.2310,254
51.2344,254
51.2707,254
51.2825,254
51.3108,254
51.3311,254
51.3510,254
51.3625,254
51.3828,254
51.4060,254
51.4226,254
51.4512,254
51.4624,254
51.4743,254
51.5026,254
51.5142,254
51.5426,254
51.5541,254
51.5827,254
51.6026,254
51.6311,254
51.6342,254
51.6710,254
51.6828,254
51.6943,254
51.7309,254
51.7515,254
51.7708,254
51.7828,254
51.8108,254
51.8226,254
51.8511,254
51.8622,254
51.8751,254
51.9061,254
51.9226,254
51.9425,254
51.9566,254
51.9906,254
52.0027,254
52.0136,254
52.0425,254
52.0553,254
52.0828,254
52.0951,254
52.1226,254
52.1510,254
52.1623,254
52.1752,254
52.2062,254
52.2151,254
52.2426,254
52.2567,254
52.2826,254
52.3025,254
52.3311,254
52.3426,254
52.3553,254
52.3826,254
52.3952,254
52.4310,254
52.4514,254
52.4708,254
52.4827,254
52.5109,254
52.5224,254
52.5511,254
52.5624,254
52.5827,254
52.6060,254
52.6226,254
52.6511,254
52.6624,254
52.6906,254
52.7026,254
52.7152,254
52.7424,254
52.7551,254
52.7827,254
52.8026,254
52.8310,254
52.8351,254
52.8710,254
52.8827,254
52.9108,254
52.9311,254
52.9515,254
52.9711,254
52.9825,254
53.0109,254
53.0225,254
53.0510,254
53.0622,254
53.0752,254
53.1061,254
53.1226,254
53.1425,254
53.1566,254
53.1907,254
53.2024,254
53.2311,254
53.2425,254
53.2552,254
53.2823,254
53.2946,254
53.3314,254
53.3353,254
53.3708,254
53.3824,253
53.4110,253
53.4309,251
53.4511,251
53.4623,250
53.4827,250
53.5061,250
53.5224,250
53.5512,248
53.5623,247
53.5753,245
53.6025,245
53.6153,244
53.6425,242
53.6551,239
53.6826,238
53.7025,236
53.7315,234
53.7351,234
53.7709,234
53.7826,234
53.7952,233
53.8311,233
53.8514,233
53.8710,231
53.8827,231
53.9109,231
53.9225,230
53.9512,230
53.9621,228
53.9751,227
54.0061,225
54.0225,224
54.0424,222
54.0566,222
54.0908,222
54.0954,221
54.1312,219
54.1510,217
54.1621,217
54.1826,216
54.2110,214
54.2226,213
54.2511,213
54.2622,211
54.2755,211
54.3023,210
54.3151,207
54.3424,205
54.3567,204
54.3825,202
54.4024,202
54.4313,202
54.4426,202
54.4537,202
54.4825,202
54.4952,201
54.5313,201
54.5513,199
54.5710,199
54.5826,199
54.6108,199
54.6223,197
54.6512,197
54.6623,197
54.6826,196
54.7060,196
54.7224,196
54.7513,196
54.7565,194
54.7907,193
54.8024,193
54.8152,193
54.8423,193
54.8552,191
54.8826,191
54.9024,191
54.9311,190
54.9351,190
54.9710,188
54.9826,188
55.0109,187
55.0312,187
55.0514,187
55.0620,185
55.0824,185
55.1110,185
55.1225,185
55.1511,184
55.1622,184
55.1752,182
55.2062,180
55.2151,180
55.2424,180
55.2570,180
55.2909,179
55.3023,179
55.3313,177
55.3424,176
55.3552,176
55.3824,174
55.3952,174
55.4312,173
55.4344,173
55.4709,173
55.4825,173
55.5111,171
55.5223,171
55.5512,171
55.5622,170
55.5825,170
55.6060,168
55.6223,167
55.6513,167
55.6622,167
55.6739,167
55.7023,165
55.7152,165
55.7424,165
55.7551,165
55.7825,164
55.8024,164
55.8311,162
55.8351,160
55.8710,160
55.8825,160
55.8953,160
55.9312,159
55.9513,159
55.9711,159
55.9823,159
56.0112,157
56.0223,156
56.0513,156
56.0620,154
56.0751,154
56.0951,154
56.1313,154
56.1352,154
56.1711,154
56.1823,154
56.2110,153
56.2313,153
56.2512,151
56.2621,151
56.2824,150
56.3111,150
56.3224,150
56.3512,150
56.3621,148
56.3748,148
56.4022,147
56.4152,147
56.4422,145
56.4567,145
56.4823,145
56.5023,145
56.5313,145
56.5424,145
56.5710,145
56.5824,142
56.5952,142
56.6314,140
56.6513,140
56.6711,139
56.6824,139
56.7110,139
56.7222,139
56.7514,139
56.7621,139
56.7825,139
56.8060,139
56.8223,139
56.8514,139
56.8565,136
56.8908,134
56.9023,133
56.9152,131
56.9422,131
56.9551,131
56.9825,130
57.0023,130
57.0313,128
57.0352,127
57.0712,127
57.0825,127
57.1110,127
57.1314,125
57.1516,123
57.1619,122
57.1823,122
57.2111,122
57.2223,120
57.2512,119
57.2620,117
57.2755,117
57.3062,117
57.3151,117
57.3423,117
57.3567,116
57.3910,116
57.4019,116
57.4313,114
57.4420,114
57.4553,114
57.4824,113
57.4952,113
57.5316,111
57.5353,111
57.5711,110
57.5824,108
57.6112,106
57.6221,106
57.6513,105
57.6620,105
57.6825,103
57.7060,103
57.7222,102
57.7514,102
57.7621,100
57.7908,99
57.8022,99
57.8153,97
57.8423,96
57.8551,94
57.8824,93
57.9023,91
57.9313,89
57.9351,88
57.9711,86
57.9824,85
57.9953,85
58.0313,83
58.0514,82
58.0712,82
58.0822,80
58.1017,80
58.1140,79
58.1422,77
58.1552,76
58.1824,76
58.1951,74
58.2314,74
58.2352,74
58.2712,71
58.2822,71
58.3112,69
58.3314,68
58.3513,66
58.3620,66
58.3819,65
58.4112,63
58.4216,63
58.4511,62
58.4620,60
58.4753,59
58.5021,57
58.5152,57
58.5422,54
58.5567,54
58.5822,51
58.6022,49
58.6315,48
58.6423,46
58.6713,45
58.6823,43
58.6952,40
58.7313,39
58.7514,37
58.7712,34
58.7824,32
58.8111,29
58.8221,28
58.8514,25
58.8621,23
58.8751,22
58.9061,22
58.9222,22
58.9515,20
58.9565,20
58.9909,19
59.0022,17
59.0152,15
59.0421,14
59.0552,14
59.0823,12
59.1022,11
59.1314,9
59.1352,8
59.1713,6
59.1821,5
59.2111,5
59.2314,2
59.2515,0
59.2618,0
59.2822,0
59.3112,0
59.3222,0
59.3514,0
59.3620,0
59.3746,0
59.4058,0
59.4151,0
59.4420,0
59.4567,0
59.4821,0
59.5021,0
59.5315,0
59.5421,0
59.5554,0
59.5822,0
59.5952,0
59.6316,0
59.6340,0
59.6712,0
59.6822,0
59.7114,0
59.7220,0
59.7515,0
59.7619,0
59.7823,0
59.8060,0
59.8221,0
59.8515,0
59.8620,0
59.8909,0
59.9021,0
59.9152,0
59.9420,0
59.9551,0
59.9823,0
60.0022,0
60.0314,0
60.0351,0
60.0713,0
60.0823,0
60.0941,0
60.1222,0
60.1420,0
60.1566,0
60.1911,0
60.2022,0
60.2314,0
60.2421,0
60.2552,0
60.2823,0
60.2951,0
60.3315,0
60.3352,0
60.3713,0
60.3818,0
60.4113,0
60.4316,0
60.4515,0
60.4618,0
60.4823,0
60.5113,0
60.5219,0
60.5515,0
60.5619,0
60.5752,0
60.6020,0
60.6152,0
60.6421,0
60.6567,0
60.6821,0
60.7020,0
60.7315,0
60.7422,0
60.7712,0
60.7822,0
60.7952,0
60.8314,0
60.8514,0
60.8713,0
60.8822,0
60.9112,0
60.9220,0
60.9516,0
60.9619,0
60.9751,0
61.0061,0
61.0221,0
61.0515,0
61.0566,0
61.0910,0
61.1021,0
61.1153,0
61.1420,0
61.1552,0
61.1822,0
61.2021,0
61.2314,0
61.2352,0
61.2713,0
61.2820,0
61.3112,0
61.3315,0
61.3515,0
61.3617,0
61.3817,0
61.4112,0
61.4216,0
61.4514,0
61.4617,0
61.4753,0
61.5063,0
61.5151,0
61.5420,0
61.5567,0
61.5820,0
61.6020,0
61.6314,0
61.6421,0
61.6553,0
61.6821,0
61.6952,0
61.7315,0
61.7513,0
61.7712,0
61.7821,0
61.8113,0
61.8219,0
61.8514,0
61.8618,0
61.8822,0
61.9060,0
61.9217,0
61.9516,0
61.9621,0
61.9910,0
62.0020,0
62.0153,0
62.0418,0
62.0552,0
62.0820,0
62.0955,0
62.1220,0
62.1513,0
62.1617,0
62.1752,0
62.2062,0
62.2221,0
62.2419,0
62.2566,0
62.2910,0
62.3021,0
62.3313,0
62.3420,0
62.3554,0
62.3818,0
62.3952,0
62.4315,0
62.4350,0
62.4710,0
62.4821,0
62.5112,0
62.5315,0
62.5512,0
62.5618,0
62.5821,0
62.6112,0
62.6218,0
62.6514,0
62.6618,0
62.6753,0
62.7019,0
62.7152,0
62.7420,0
62.7567,0
62.7820,0
62.8019,0
62.8315,0
62.8351,0
62.8711,0
62.8821,0
62.8953,0
62.9313,0
62.9514,0
62.9712,0
62.9821,0
63.0110,0
63.0219,0
63.0514,0
63.0618,0
63.0751,0
63.1061,0
63.1220,0
63.1419,0
63.1566,0
63.1909,0
63.2020,0
63.2153,0
63.2419,0
63.2552,0
63.2822,0
63.2952,0
63.3314,0
63.3352,0
63.3712,0
63.3817,0
63.4112,0
63.4313,0
63.4513,0
63.4617,0
63.4820,0
63.5111,0
63.5220,0
63.5513,0
63.5617,0
63.5752,0
63.6018,0
63.6153,0
63.6419,0
63.6567,0
63.6819,0
