timestamp,signal,value,raw
1784905738.016499,wheel_speed_rear,0.0,0
1784905738.016499,wheel_speed_front,0.0,0
1784905738.016499,rear_speed_band,0.0,0
1784905738.016548,signal_12a_d1_bit2,1,1
1784905738.016548,abs_lamp,LIT,1
1784905738.016606,engine_torque,166,166
1784905738.016606,shift_cut_active,off,0
1784905738.016606,shift_blip_active,off,0
1784905738.016647,gear_position,N,0
1784905738.016647,clutch,RELEASED,0
1784905738.016647,shift_failed,OK,0
1784905738.016674,coolant_temp,23.700000000000003,237
1784905738.016674,fuel_injection_setpoint,0,0
1784905738.016674,side_stand,DOWN,0
1784905738.016715,rpm,0,0
1784905738.016715,throttle_position,0,0
1784905738.016734,kill_switch,RUN,1
1784905738.016734,time_bin_541_d3,0,0
1784905738.016734,engine_on_counter,0,0
1784905738.016734,engine_off_counter,21,21
1784905738.016885,wheel_speed_rear,0.0,0
1784905738.016885,wheel_speed_front,0.0,0
1784905738.016885,rear_speed_band,0.0,0
1784905738.017025,wheel_speed_rear,0.0,0
1784905738.017025,wheel_speed_front,0.0,0
1784905738.017025,rear_speed_band,0.0,0
1784905738.017046,engine_torque,166,166
1784905738.017046,shift_cut_active,off,0
1784905738.017046,shift_blip_active,off,0
1784905738.017083,gear_position,N,0
1784905738.017083,clutch,RELEASED,0
1784905738.017083,shift_failed,OK,0
1784905738.017102,rpm,0,0
1784905738.017102,throttle_position,0,0
1784905738.017119,kill_switch,RUN,1
1784905738.017119,time_bin_541_d3,0,0
1784905738.017119,engine_on_counter,0,0
1784905738.017119,engine_off_counter,21,21
1784905738.017422,wheel_speed_rear,0.0,0
1784905738.017422,wheel_speed_front,0.0,0
1784905738.017422,rear_speed_band,0.0,0
1784905738.018838,wheel_speed_rear,0.0,0
1784905738.018838,wheel_speed_front,0.0,0
1784905738.018838,rear_speed_band,0.0,0
1784905738.018889,engine_torque,166,166
1784905738.018889,shift_cut_active,off,0
1784905738.018889,shift_blip_active,off,0
1784905738.018918,gear_position,N,0
1784905738.018918,clutch,RELEASED,0
1784905738.018918,shift_failed,OK,0
1784905738.018957,rpm,0,0
1784905738.018957,throttle_position,0,0
1784905738.018984,kill_switch,RUN,1
1784905738.018984,time_bin_541_d3,0,0
1784905738.018984,engine_on_counter,0,0
1784905738.018984,engine_off_counter,22,22
1784905738.019095,wheel_speed_rear,0.0,0
1784905738.019095,wheel_speed_front,0.0,0
1784905738.019095,rear_speed_band,0.0,0
1784905738.019171,signal_12a_d1_bit2,1,1
1784905738.019171,abs_lamp,LIT,1
1784905738.019356,wheel_speed_rear,0.0,0
1784905738.019356,wheel_speed_front,0.0,0
1784905738.019356,rear_speed_band,0.0,0
1784905738.021264,engine_torque,166,166
1784905738.021264,shift_cut_active,off,0
1784905738.021264,shift_blip_active,off,0
1784905738.026039,gear_position,N,0
1784905738.026039,clutch,RELEASED,0
1784905738.026039,shift_failed,OK,0
1784905738.026124,rpm,0,0
1784905738.026124,throttle_position,0,0
1784905738.026160,kill_switch,RUN,1
1784905738.026160,time_bin_541_d3,0,0
1784905738.026160,engine_on_counter,0,0
1784905738.026160,engine_off_counter,22,22
1784905738.026176,wheel_speed_rear,0.0,0
1784905738.026176,wheel_speed_front,0.0,0
1784905738.026176,rear_speed_band,0.0,0
1784905738.026231,wheel_speed_rear,0.0,0
1784905738.026231,wheel_speed_front,0.0,0
1784905738.026231,rear_speed_band,0.0,0
1784905738.026258,engine_torque,166,166
1784905738.026258,shift_cut_active,off,0
1784905738.026258,shift_blip_active,off,0
1784905738.027261,gear_position,N,0
1784905738.027261,clutch,RELEASED,0
1784905738.027261,shift_failed,OK,0
1784905738.027607,rpm,0,0
1784905738.027607,throttle_position,0,0
