timestamp_iso,timestamp_monotonic,key,label
2026-06-17T16:13:26.916959+00:00,24044.893065,mark,generic mark
2026-06-17T16:13:56.380810+00:00,24074.356885,start,starter button
2026-06-17T16:13:59.235669+00:00,24077.211737,mark,generic mark
2026-06-17T16:16:55.638402+00:00,24253.614415,kill,kill switch
