timestamp,signal,value,raw
1782156465.776459,gear_position,N,0
1782156465.776459,shift_lever_displaced,REST,0
1782156465.776459,shift_lever_failed,OK,0
1782156465.776542,coolant_temp,0.0,0
1782156465.776542,warmup_index,0,0
1782156465.776542,side_stand,DOWN,0
1782156465.776723,rpm,0,0
1782156465.776723,throttle_position,0,0
1782156465.792349,gear_position,N,0
1782156465.792349,shift_lever_displaced,REST,0
1782156465.792349,shift_lever_failed,OK,0
1782156465.813329,rpm,0,0
1782156465.813329,throttle_position,0,0
1782156465.813850,gear_position,N,0
1782156465.813850,shift_lever_displaced,REST,0
1782156465.813850,shift_lever_failed,OK,0
1782156465.829994,rpm,0,0
1782156465.829994,throttle_position,0,0
1782156465.850071,gear_position,N,0
1782156465.850071,shift_lever_displaced,REST,0
1782156465.850071,shift_lever_failed,OK,0
1782156465.850222,rpm,0,0
1782156465.850222,throttle_position,0,0
1782156465.866716,gear_position,N,0
1782156465.866716,shift_lever_displaced,REST,0
1782156465.866716,shift_lever_failed,OK,0
1782156465.866840,rpm,0,0
1782156465.866840,throttle_position,0,0
1782156465.876645,gear_position,N,0
1782156465.876645,shift_lever_displaced,REST,0
1782156465.876645,shift_lever_failed,OK,0
1782156465.876827,coolant_temp,38.400000000000006,384
1782156465.876827,warmup_index,0,0
1782156465.876827,side_stand,UP,1
1782156465.877183,rpm,0,0
1782156465.877183,throttle_position,0,0
1782156465.892948,gear_position,N,0
1782156465.892948,shift_lever_displaced,REST,0
1782156465.892948,shift_lever_failed,OK,0
1782156465.911538,rpm,0,0
1782156465.911538,throttle_position,0,0
1782156465.912733,gear_position,N,0
1782156465.912733,shift_lever_displaced,REST,0
1782156465.912733,shift_lever_failed,OK,0
1782156465.929993,rpm,0,0
1782156465.929993,throttle_position,0,0
1782156465.950245,gear_position,N,0
1782156465.950245,shift_lever_displaced,REST,0
1782156465.950245,shift_lever_failed,OK,0
1782156465.950483,rpm,0,0
1782156465.950483,throttle_position,0,0
1782156465.966589,gear_position,N,0
1782156465.966589,shift_lever_displaced,REST,0
1782156465.966589,shift_lever_failed,OK,0
1782156465.966831,rpm,0,0
1782156465.966831,throttle_position,0,0
1782156465.967067,kill_switch,STOP,0
1782156465.967067,engine_on_counter,0,0
1782156465.972258,gear_position,N,0
1782156465.972258,shift_lever_displaced,REST,0
1782156465.972258,shift_lever_failed,OK,0
1782156465.972495,coolant_temp,38.400000000000006,384
1782156465.972495,warmup_index,0,0
1782156465.972495,side_stand,UP,1
1782156465.989868,rpm,0,0
1782156465.989868,throttle_position,0,0
1782156465.990121,kill_switch,RUN,1
1782156465.990121,engine_on_counter,0,0
1782156466.006630,gear_position,N,0
1782156466.006630,shift_lever_displaced,REST,0
1782156466.006630,shift_lever_failed,OK,0
1782156466.006876,rpm,0,0
1782156466.006876,throttle_position,0,0
1782156466.007122,kill_switch,RUN,1
1782156466.007122,engine_on_counter,0,0
1782156466.016760,gear_position,N,0
1782156466.016760,shift_lever_displaced,REST,0
1782156466.016760,shift_lever_failed,OK,0
1782156466.016856,rpm,0,0
1782156466.016856,throttle_position,0,0
1782156466.016951,kill_switch,RUN,1
1782156466.016951,engine_on_counter,0,0
1782156466.046648,gear_position,N,0
1782156466.046648,shift_lever_displaced,REST,0
1782156466.046648,shift_lever_failed,OK,0
1782156466.046889,rpm,0,0
1782156466.046889,throttle_position,0,0
1782156466.047125,kill_switch,RUN,1
1782156466.047125,engine_on_counter,0,0
1782156466.065205,gear_position,N,0
1782156466.065205,shift_lever_displaced,REST,0
1782156466.065205,shift_lever_failed,OK,0
1782156466.065338,rpm,0,0
1782156466.065338,throttle_position,0,0
1782156466.065464,kill_switch,RUN,1
1782156466.065464,engine_on_counter,0,0
1782156466.071002,gear_position,N,0
1782156466.071002,shift_lever_displaced,REST,0
1782156466.071002,shift_lever_failed,OK,0
1782156466.071074,coolant_temp,38.400000000000006,384
1782156466.071074,warmup_index,0,0
1782156466.071074,side_stand,UP,1
1782156466.086577,rpm,0,0
1782156466.086577,throttle_position,0,0
1782156466.086663,kill_switch,RUN,1
1782156466.086663,engine_on_counter,0,0
1782156466.098088,gear_position,N,0
1782156466.098088,shift_lever_displaced,REST,0
1782156466.098088,shift_lever_failed,OK,0
1782156466.098189,rpm,0,0
1782156466.098189,throttle_position,0,0
1782156466.098290,kill_switch,RUN,1
1782156466.098290,engine_on_counter,0,0
1782156466.111951,gear_position,N,0
1782156466.111951,shift_lever_displaced,REST,0
1782156466.111951,shift_lever_failed,OK,0
1782156466.127446,rpm,0,0
1782156466.127446,throttle_position,0,0
1782156466.127614,kill_switch,RUN,1
1782156466.127614,engine_on_counter,0,0
1782156466.146919,gear_position,N,0
1782156466.146919,shift_lever_displaced,REST,0
1782156466.146919,shift_lever_failed,OK,0
1782156466.147036,rpm,0,0
1782156466.147036,throttle_position,0,0
1782156466.147152,kill_switch,RUN,1
1782156466.147152,engine_on_counter,0,0
1782156466.154819,gear_position,N,0
1782156466.154819,shift_lever_displaced,REST,0
1782156466.154819,shift_lever_failed,OK,0
1782156466.154997,rpm,0,0
1782156466.154997,throttle_position,0,0
1782156466.170546,kill_switch,RUN,1
1782156466.170546,engine_on_counter,0,0
1782156466.171733,gear_position,N,0
1782156466.171733,shift_lever_displaced,REST,0
1782156466.171733,shift_lever_failed,OK,0
1782156466.177135,coolant_temp,38.400000000000006,384
1782156466.177135,warmup_index,0,0
1782156466.177135,side_stand,UP,1
1782156466.177608,rpm,0,0
1782156466.177608,throttle_position,0,0
1782156466.177845,kill_switch,RUN,1
1782156466.177845,engine_on_counter,0,0
1782156466.194999,gear_position,N,0
1782156466.194999,shift_lever_displaced,REST,0
1782156466.194999,shift_lever_failed,OK,0
1782156466.195235,rpm,0,0
1782156466.195235,throttle_position,0,0
1782156466.210104,kill_switch,RUN,1
1782156466.210104,engine_on_counter,0,0
1782156466.227221,gear_position,N,0
1782156466.227221,shift_lever_displaced,REST,0
1782156466.227221,shift_lever_failed,OK,0
1782156466.227466,rpm,0,0
1782156466.227466,throttle_position,0,0
1782156466.227703,kill_switch,RUN,1
1782156466.227703,engine_on_counter,0,0
1782156466.237520,gear_position,N,0
1782156466.237520,shift_lever_displaced,REST,0
1782156466.237520,shift_lever_failed,OK,0
1782156466.237756,rpm,0,0
1782156466.237756,throttle_position,0,0
1782156466.237993,kill_switch,RUN,1
1782156466.237993,engine_on_counter,0,0
1782156466.252366,gear_position,N,0
1782156466.252366,shift_lever_displaced,REST,0
1782156466.252366,shift_lever_failed,OK,0
1782156466.270191,rpm,0,0
1782156466.270191,throttle_position,0,0
1782156466.270330,kill_switch,RUN,1
1782156466.270330,engine_on_counter,0,0
1782156466.276861,gear_position,N,0
1782156466.276861,shift_lever_displaced,REST,0
1782156466.276861,shift_lever_failed,OK,0
1782156466.277002,coolant_temp,38.400000000000006,384
1782156466.277002,warmup_index,0,0
1782156466.277002,side_stand,UP,1
1782156466.277284,rpm,0,0
1782156466.277284,throttle_position,0,0
1782156466.277425,kill_switch,RUN,1
1782156466.277425,engine_on_counter,0,0
1782156466.293692,gear_position,N,0
1782156466.293692,shift_lever_displaced,REST,0
1782156466.293692,shift_lever_failed,OK,0
1782156466.314231,rpm,0,0
1782156466.314231,throttle_position,0,0
1782156466.314447,kill_switch,RUN,1
1782156466.314447,engine_on_counter,0,0
1782156466.327049,gear_position,N,0
1782156466.327049,shift_lever_displaced,REST,0
1782156466.327049,shift_lever_failed,OK,0
1782156466.327136,rpm,0,0
1782156466.327136,throttle_position,0,0
1782156466.327221,kill_switch,RUN,1
1782156466.327221,engine_on_counter,0,0
1782156466.332037,gear_position,N,0
1782156466.332037,shift_lever_displaced,REST,0
1782156466.332037,shift_lever_failed,OK,0
1782156466.349846,rpm,0,0
1782156466.349846,throttle_position,0,0
1782156466.349975,kill_switch,RUN,1
1782156466.349975,engine_on_counter,0,0
1782156466.366884,gear_position,N,0
1782156466.366884,shift_lever_displaced,REST,0
1782156466.366884,shift_lever_failed,OK,0
1782156466.366987,rpm,0,0
1782156466.366987,throttle_position,0,0
1782156466.367088,kill_switch,RUN,1
1782156466.367088,engine_on_counter,0,0
1782156466.374313,gear_position,N,0
1782156466.374313,shift_lever_displaced,REST,0
1782156466.374313,shift_lever_failed,OK,0
1782156466.374415,coolant_temp,38.400000000000006,384
1782156466.374415,warmup_index,0,0
1782156466.374415,side_stand,UP,1
